amount,bill_usage,service,tran_date,account
12.09,3100,PWS,31-10-15,5-3687H
16.74,5400,PWS,30-11-15,5-3687H
10.4,2600,PWS,31-12-15,5-3687H
3.72,1200,PWS,31-01-16,5-3687H
0,0,PWS,29-02-16,5-3687H
0,0,PWS,31-03-16,5-3687H
0,0,PWS,30-04-16,5-3687H
9.88,2600,PWS,31-05-16,5-3687H
17.5,3500,PWS,30-06-16,5-3687H
133.1,2700,WATER,31-07-15,2-1442B
366.87,6700,WATER,31-08-15,2-1442B
207.72,4100,WATER,30-09-15,2-1442B
175.74,3500,WATER,31-10-15,2-1442B
202.39,4000,WATER,30-11-15,2-1442B
122.44,2500,WATER,31-12-15,2-1442B
218.38,4300,WATER,31-01-16,2-1442B
39.2,700,WATER,29-02-16,2-1442B
35.7,600,WATER,31-03-16,2-1442B
62.6,1300,WATER,30-04-16,2-1442B
71.2,1500,WATER,31-05-16,2-1442B
75.5,1600,WATER,30-06-16,2-1442B
0,0,PWS,31-07-15,2-1442B
0,0,PWS,31-08-15,2-1442B
15.58,4100,PWS,30-09-15,2-1442B
13.65,3500,PWS,31-10-15,2-1442B
12.4,4000,PWS,30-11-15,2-1442B
10,2500,PWS,31-12-15,2-1442B
13.33,4300,PWS,31-01-16,2-1442B
0,0,PWS,29-02-16,2-1442B
0,0,PWS,31-03-16,2-1442B
0,0,PWS,30-04-16,2-1442B
5.7,1500,PWS,31-05-16,2-1442B
8,1600,PWS,30-06-16,2-1442B
353.79,6500,WATER,31-07-15,13-6620Y
393.03,7100,WATER,31-08-15,13-6620Y
406.11,7300,WATER,30-09-15,13-6620Y
425.73,7600,WATER,31-10-15,13-6620Y
281.85,5400,WATER,30-11-15,13-6620Y
223.71,4400,WATER,31-12-15,13-6620Y
95.79,2000,WATER,31-01-16,13-6620Y
106.45,2200,WATER,29-02-16,13-6620Y
159.75,3200,WATER,31-03-16,13-6620Y
327.63,6100,WATER,30-04-16,13-6620Y
213.05,4200,WATER,31-05-16,13-6620Y
218.38,4300,WATER,30-06-16,13-6620Y
0,0,PWS,31-07-15,13-6620Y
0,0,PWS,31-08-15,13-6620Y
27.74,7300,PWS,30-09-15,13-6620Y
29.64,7600,PWS,31-10-15,13-6620Y
16.74,5400,PWS,30-11-15,13-6620Y
17.6,4400,PWS,31-12-15,13-6620Y
6.2,2000,PWS,31-01-16,13-6620Y
0,0,PWS,29-02-16,13-6620Y
0,0,PWS,31-03-16,13-6620Y
0,0,PWS,30-04-16,13-6620Y
15.96,4200,PWS,31-05-16,13-6620Y
21.5,4300,PWS,30-06-16,13-6620Y
165.08,3300,WATER,31-07-15,11-7606D
138.43,2800,WATER,31-08-15,11-7606D
127.77,2600,WATER,30-09-15,11-7606D
223.71,4400,WATER,31-10-15,11-7606D
159.75,3200,WATER,30-11-15,11-7606D
71.2,1500,WATER,31-12-15,11-7606D
66.9,1400,WATER,31-01-16,11-7606D
32.2,500,WATER,29-02-16,11-7606D
25.2,300,WATER,31-03-16,11-7606D
28.7,400,WATER,30-04-16,11-7606D
101.12,2100,WATER,31-05-16,11-7606D
66.9,1400,WATER,30-06-16,11-7606D
0,0,PWS,31-07-15,11-7606D
0,0,PWS,31-08-15,11-7606D
9.88,2600,PWS,30-09-15,11-7606D
17.16,4400,PWS,31-10-15,11-7606D
9.92,3200,PWS,30-11-15,11-7606D
6,1500,PWS,31-12-15,11-7606D
4.34,1400,PWS,31-01-16,11-7606D
0,0,PWS,29-02-16,11-7606D
0,0,PWS,31-03-16,11-7606D
0,0,PWS,30-04-16,11-7606D
7.98,2100,PWS,31-05-16,11-7606D
7,1400,PWS,30-06-16,11-7606D
458.43,8100,WATER,31-07-15,13-4139K
458.43,8100,WATER,31-08-15,13-4139K
327.63,6100,WATER,30-09-15,13-4139K
406.11,7300,WATER,31-10-15,13-4139K
294.93,5600,WATER,30-11-15,13-4139K
202.39,4000,WATER,31-12-15,13-4139K
133.1,2700,WATER,31-01-16,13-4139K
159.75,3200,WATER,29-02-16,13-4139K
111.78,2300,WATER,31-03-16,13-4139K
373.41,6800,WATER,30-04-16,13-4139K
399.57,7200,WATER,31-05-16,13-4139K
379.95,6900,WATER,30-06-16,13-4139K
0,0,PWS,31-07-15,13-4139K
0,0,PWS,31-08-15,13-4139K
23.18,6100,PWS,30-09-15,13-4139K
28.47,7300,PWS,31-10-15,13-4139K
17.36,5600,PWS,30-11-15,13-4139K
16,4000,PWS,31-12-15,13-4139K
8.37,2700,PWS,31-01-16,13-4139K
0,0,PWS,29-02-16,13-4139K
0,0,PWS,31-03-16,13-4139K
0,0,PWS,30-04-16,13-4139K
27.36,7200,PWS,31-05-16,13-4139K
34.5,6900,PWS,30-06-16,13-4139K
21.7,200,WATER,30-11-15,3-4847M
191.73,3800,WATER,31-12-15,3-4847M
175.74,3500,WATER,31-01-16,3-4847M
250.36,4900,WATER,29-02-16,3-4847M
239.7,4700,WATER,31-03-16,3-4847M
406.11,7300,WATER,30-04-16,3-4847M
347.25,6400,WATER,31-05-16,3-4847M
327.63,6100,WATER,30-06-16,3-4847M
0.62,200,PWS,30-11-15,3-4847M
15.2,3800,PWS,31-12-15,3-4847M
10.85,3500,PWS,31-01-16,3-4847M
0,0,PWS,29-02-16,3-4847M
0,0,PWS,31-03-16,3-4847M
0,0,PWS,30-04-16,3-4847M
24.32,6400,PWS,31-05-16,3-4847M
30.5,6100,PWS,30-06-16,3-4847M
213.05,4200,WATER,31-07-15,14-1514E
281.85,5400,WATER,31-08-15,14-1514E
301.47,5700,WATER,30-09-15,14-1514E
321.09,6000,WATER,31-10-15,14-1514E
281.85,5400,WATER,20-11-15,14-1514E
0,0,PWS,31-07-15,14-1514E
0,0,PWS,31-08-15,14-1514E
21.66,5700,PWS,30-09-15,14-1514E
23.4,6000,PWS,31-10-15,14-1514E
21.06,5400,PWS,20-11-15,14-1514E
79.8,1700,WATER,31-07-15,11-8373L
154.42,3100,WATER,31-08-15,11-8373L
75.5,1600,WATER,30-09-15,11-8373L
159.75,3200,WATER,31-10-15,11-8373L
95.79,2000,WATER,30-11-15,11-8373L
79.8,1700,WATER,31-12-15,11-8373L
35.7,600,WATER,31-01-16,11-8373L
28.7,400,WATER,29-02-16,11-8373L
66.9,1400,WATER,31-03-16,11-8373L
154.42,3100,WATER,30-04-16,11-8373L
218.38,4300,WATER,31-05-16,11-8373L
62.6,1300,WATER,30-06-16,11-8373L
0,0,PWS,31-07-15,11-8373L
0,0,PWS,31-08-15,11-8373L
6.08,1600,PWS,30-09-15,11-8373L
12.48,3200,PWS,31-10-15,11-8373L
6.2,2000,PWS,30-11-15,11-8373L
6.8,1700,PWS,31-12-15,11-8373L
1.86,600,PWS,31-01-16,11-8373L
0,0,PWS,29-02-16,11-8373L
0,0,PWS,31-03-16,11-8373L
0,0,PWS,30-04-16,11-8373L
16.34,4300,PWS,31-05-16,11-8373L
6.5,1300,PWS,30-06-16,11-8373L
419.19,7500,WATER,31-07-15,13-9455R
635.01,10800,WATER,31-08-15,13-9455R
648.09,11000,WATER,30-09-15,13-9455R
837.75,13900,WATER,31-10-15,13-9455R
726.57,12200,WATER,30-11-15,13-9455R
504.21,8800,WATER,31-12-15,13-9455R
778.89,13000,WATER,31-01-16,13-9455R
648.09,11000,WATER,29-02-16,13-9455R
536.91,9300,WATER,31-03-16,13-9455R
667.71,11300,WATER,30-04-16,13-9455R
811.59,13500,WATER,31-05-16,13-9455R
582.69,10000,WATER,30-06-16,13-9455R
0,0,PWS,31-07-15,13-9455R
0,0,PWS,31-08-15,13-9455R
41.8,11000,PWS,30-09-15,13-9455R
54.21,13900,PWS,31-10-15,13-9455R
37.82,12200,PWS,30-11-15,13-9455R
35.2,8800,PWS,31-12-15,13-9455R
40.3,13000,PWS,31-01-16,13-9455R
0,0,PWS,29-02-16,13-9455R
0,0,PWS,31-03-16,13-9455R
0,0,PWS,30-04-16,13-9455R
51.3,13500,PWS,31-05-16,13-9455R
50,10000,PWS,30-06-16,13-9455R
54,1100,WATER,31-07-15,12-5837X
62.6,1300,WATER,31-08-15,12-5837X
79.8,1700,WATER,30-09-15,12-5837X
42.7,800,WATER,31-10-15,12-5837X
58.3,1200,WATER,30-11-15,12-5837X
49.7,1000,WATER,31-12-15,12-5837X
39.2,700,WATER,31-01-16,12-5837X
25.2,300,WATER,29-02-16,12-5837X
18.2,100,WATER,31-03-16,12-5837X
49.7,1000,WATER,30-04-16,12-5837X
58.3,1200,WATER,31-05-16,12-5837X
49.7,1000,WATER,30-06-16,12-5837X
0,0,PWS,31-07-15,12-5837X
0,0,PWS,31-08-15,12-5837X
6.46,1700,PWS,30-09-15,12-5837X
3.12,800,PWS,31-10-15,12-5837X
3.72,1200,PWS,30-11-15,12-5837X
4,1000,PWS,31-12-15,12-5837X
2.17,700,PWS,31-01-16,12-5837X
0,0,PWS,29-02-16,12-5837X
0,0,PWS,31-03-16,12-5837X
0,0,PWS,30-04-16,12-5837X
4.56,1200,PWS,31-05-16,12-5837X
5,1000,PWS,30-06-16,12-5837X
1047.03,17100,WATER,31-07-15,7-8073N
1223.61,19800,WATER,31-08-15,7-8073N
909.69,15000,WATER,30-09-15,7-8073N
1099.35,17900,WATER,31-10-15,7-8073N
1125.51,18300,WATER,30-11-15,7-8073N
589.23,10100,WATER,31-12-15,7-8073N
262.23,5100,WATER,31-01-16,7-8073N
197.06,3900,WATER,29-02-16,7-8073N
122.44,2500,WATER,31-03-16,7-8073N
876.99,14500,WATER,30-04-16,7-8073N
1027.41,16800,WATER,31-05-16,7-8073N
1145.13,18600,WATER,30-06-16,7-8073N
0,0,PWS,31-07-15,7-8073N
0,0,PWS,31-08-15,7-8073N
57,15000,PWS,30-09-15,7-8073N
69.81,17900,PWS,31-10-15,7-8073N
56.73,18300,PWS,30-11-15,7-8073N
40.4,10100,PWS,31-12-15,7-8073N
15.81,5100,PWS,31-01-16,7-8073N
0,0,PWS,29-02-16,7-8073N
0,0,PWS,31-03-16,7-8073N
0,0,PWS,30-04-16,7-8073N
63.84,16800,PWS,31-05-16,7-8073N
93,18600,PWS,30-06-16,7-8073N
106.45,2200,WATER,31-07-15,6-1873N
111.78,2300,WATER,31-08-15,6-1873N
127.77,2600,WATER,30-09-15,6-1873N
85.13,1800,WATER,31-10-15,6-1873N
111.78,2300,WATER,30-11-15,6-1873N
54,1100,WATER,31-12-15,6-1873N
39.2,700,WATER,31-01-16,6-1873N
46.2,900,WATER,29-02-16,6-1873N
39.2,700,WATER,31-03-16,6-1873N
54,1100,WATER,30-04-16,6-1873N
85.13,1800,WATER,31-05-16,6-1873N
71.2,1500,WATER,30-06-16,6-1873N
0,0,PWS,31-07-15,6-1873N
0,0,PWS,31-08-15,6-1873N
9.88,2600,PWS,30-09-15,6-1873N
7.02,1800,PWS,31-10-15,6-1873N
7.13,2300,PWS,30-11-15,6-1873N
4.4,1100,PWS,31-12-15,6-1873N
2.17,700,PWS,31-01-16,6-1873N
0,0,PWS,29-02-16,6-1873N
0,0,PWS,31-03-16,6-1873N
0,0,PWS,30-04-16,6-1873N
6.84,1800,PWS,31-05-16,6-1873N
7.5,1500,PWS,30-06-16,6-1873N
308.01,5800,WATER,31-07-15,7-1921R
373.41,6800,WATER,31-08-15,7-1921R
234.37,4600,WATER,30-09-15,7-1921R
239.7,4700,WATER,31-10-15,7-1921R
170.41,3400,WATER,30-11-15,7-1921R
143.76,2900,WATER,31-12-15,7-1921R
42.7,800,WATER,31-01-16,7-1921R
54,1100,WATER,29-02-16,7-1921R
28.7,400,WATER,31-03-16,7-1921R
46.2,900,WATER,30-04-16,7-1921R
106.45,2200,WATER,31-05-16,7-1921R
149.09,3000,WATER,30-06-16,7-1921R
0,0,PWS,31-07-15,7-1921R
0,0,PWS,31-08-15,7-1921R
17.48,4600,PWS,30-09-15,7-1921R
18.33,4700,PWS,31-10-15,7-1921R
10.54,3400,PWS,30-11-15,7-1921R
11.6,2900,PWS,31-12-15,7-1921R
2.48,800,PWS,31-01-16,7-1921R
0,0,PWS,29-02-16,7-1921R
0,0,PWS,31-03-16,7-1921R
0,0,PWS,30-04-16,7-1921R
8.36,2200,PWS,31-05-16,7-1921R
15,3000,PWS,30-06-16,7-1921R
471.51,8300,WATER,31-07-15,6-1512B
772.35,12900,WATER,31-08-15,6-1512B
576.15,9900,WATER,30-09-15,6-1512B
478.05,8400,WATER,31-10-15,6-1512B
464.97,8200,WATER,30-11-15,6-1512B
497.67,8700,WATER,31-12-15,6-1512B
419.19,7500,WATER,31-01-16,6-1512B
159.75,3200,WATER,29-02-16,6-1512B
288.39,5500,WATER,31-03-16,6-1512B
491.13,8600,WATER,30-04-16,6-1512B
536.91,9300,WATER,31-05-16,6-1512B
386.49,7000,WATER,30-06-16,6-1512B
0,0,PWS,31-07-15,6-1512B
0,0,PWS,31-08-15,6-1512B
37.62,9900,PWS,30-09-15,6-1512B
32.76,8400,PWS,31-10-15,6-1512B
25.42,8200,PWS,30-11-15,6-1512B
34.8,8700,PWS,31-12-15,6-1512B
23.25,7500,PWS,31-01-16,6-1512B
0,0,PWS,29-02-16,6-1512B
0,0,PWS,31-03-16,6-1512B
0,0,PWS,30-04-16,6-1512B
35.34,9300,PWS,31-05-16,6-1512B
35,7000,PWS,30-06-16,6-1512B
294.93,5600,WATER,31-07-15,11-6040U
268.77,5200,WATER,31-08-15,11-6040U
321.09,6000,WATER,30-09-15,11-6040U
334.17,6200,WATER,31-10-15,11-6040U
353.79,6500,WATER,30-11-15,11-6040U
159.75,3200,WATER,31-12-15,11-6040U
117.11,2400,WATER,31-01-16,11-6040U
28.7,400,WATER,29-02-16,11-6040U
28.7,400,WATER,31-03-16,11-6040U
71.2,1500,WATER,30-04-16,11-6040U
165.08,3300,WATER,31-05-16,11-6040U
202.39,4000,WATER,30-06-16,11-6040U
0,0,PWS,31-07-15,11-6040U
0,0,PWS,31-08-15,11-6040U
22.8,6000,PWS,30-09-15,11-6040U
24.18,6200,PWS,31-10-15,11-6040U
20.15,6500,PWS,30-11-15,11-6040U
12.8,3200,PWS,31-12-15,11-6040U
7.44,2400,PWS,31-01-16,11-6040U
0,0,PWS,29-02-16,11-6040U
0,0,PWS,31-03-16,11-6040U
0,0,PWS,30-04-16,11-6040U
12.54,3300,PWS,31-05-16,11-6040U
20,4000,PWS,30-06-16,11-6040U
517.29,9000,WATER,31-07-15,10-4869E
674.25,11400,WATER,31-08-15,10-4869E
549.99,9500,WATER,30-09-15,10-4869E
648.09,11000,WATER,31-10-15,10-4869E
648.09,11000,WATER,30-11-15,10-4869E
399.57,7200,WATER,31-12-15,10-4869E
149.09,3000,WATER,31-01-16,10-4869E
54,1100,WATER,29-02-16,10-4869E
138.43,2800,WATER,31-03-16,10-4869E
288.39,5500,WATER,30-04-16,10-4869E
536.91,9300,WATER,31-05-16,10-4869E
602.31,10300,WATER,30-06-16,10-4869E
5.62,0,DWELLING C,31-03-16,10-4869E
5.62,0,DWELLING C,30-04-16,10-4869E
5.62,0,DWELLING C,31-05-16,10-4869E
5.62,0,DWELLING C,30-06-16,10-4869E
0,0,PWS,31-07-15,10-4869E
0,0,PWS,31-08-15,10-4869E
36.1,9500,PWS,30-09-15,10-4869E
42.9,11000,PWS,31-10-15,10-4869E
34.1,11000,PWS,30-11-15,10-4869E
28.8,7200,PWS,31-12-15,10-4869E
9.3,3000,PWS,31-01-16,10-4869E
0,0,PWS,29-02-16,10-4869E
0,0,PWS,31-03-16,10-4869E
0,0,PWS,30-04-16,10-4869E
35.34,9300,PWS,31-05-16,10-4869E
51.5,10300,PWS,30-06-16,10-4869E
294.93,5600,WATER,31-07-15,9-2838O
432.27,7700,WATER,31-08-15,9-2838O
340.71,6300,WATER,30-09-15,9-2838O
186.4,3700,WATER,31-10-15,9-2838O
165.08,3300,WATER,30-11-15,9-2838O
49.7,1000,WATER,31-12-15,9-2838O
42.7,800,WATER,31-01-16,9-2838O
122.44,2500,WATER,29-02-16,9-2838O
143.76,2900,WATER,31-03-16,9-2838O
406.11,7300,WATER,30-04-16,9-2838O
360.33,6600,WATER,31-05-16,9-2838O
327.63,6100,WATER,30-06-16,9-2838O
0,0,PWS,31-07-15,9-2838O
0,0,PWS,31-08-15,9-2838O
23.94,6300,PWS,30-09-15,9-2838O
14.43,3700,PWS,31-10-15,9-2838O
10.23,3300,PWS,30-11-15,9-2838O
4,1000,PWS,31-12-15,9-2838O
2.48,800,PWS,31-01-16,9-2838O
0,0,PWS,29-02-16,9-2838O
0,0,PWS,31-03-16,9-2838O
0,0,PWS,30-04-16,9-2838O
25.08,6600,PWS,31-05-16,9-2838O
30.5,6100,PWS,30-06-16,9-2838O
54,1100,WATER,31-07-15,14-8285T
75.5,1600,WATER,31-08-15,14-8285T
54,1100,WATER,30-09-15,14-8285T
75.5,1600,WATER,31-10-15,14-8285T
58.3,1200,WATER,30-11-15,14-8285T
46.2,900,WATER,31-12-15,14-8285T
42.7,800,WATER,31-01-16,14-8285T
46.2,900,WATER,29-02-16,14-8285T
42.7,800,WATER,31-03-16,14-8285T
62.6,1300,WATER,30-04-16,14-8285T
54,1100,WATER,31-05-16,14-8285T
62.6,1300,WATER,30-06-16,14-8285T
0,0,PWS,31-07-15,14-8285T
0,0,PWS,31-08-15,14-8285T
4.18,1100,PWS,30-09-15,14-8285T
6.24,1600,PWS,31-10-15,14-8285T
3.72,1200,PWS,30-11-15,14-8285T
3.6,900,PWS,31-12-15,14-8285T
2.48,800,PWS,31-01-16,14-8285T
0,0,PWS,29-02-16,14-8285T
0,0,PWS,31-03-16,14-8285T
0,0,PWS,30-04-16,14-8285T
4.18,1100,PWS,31-05-16,14-8285T
6.5,1300,PWS,30-06-16,14-8285T
191.73,3800,WATER,31-07-15,14-2626P
347.25,6400,WATER,31-08-15,14-2626P
255.69,5000,WATER,30-09-15,14-2626P
197.06,3900,WATER,31-10-15,14-2626P
218.38,4300,WATER,30-11-15,14-2626P
138.43,2800,WATER,31-12-15,14-2626P
661.17,11200,WATER,31-01-16,14-2626P
62.6,1300,WATER,29-02-16,14-2626P
159.75,3200,WATER,31-03-16,14-2626P
191.73,3800,WATER,30-04-16,14-2626P
138.43,2800,WATER,31-05-16,14-2626P
143.76,2900,WATER,30-06-16,14-2626P
0,0,PWS,31-07-15,14-2626P
0,0,PWS,31-08-15,14-2626P
19,5000,PWS,30-09-15,14-2626P
15.21,3900,PWS,31-10-15,14-2626P
13.33,4300,PWS,30-11-15,14-2626P
11.2,2800,PWS,31-12-15,14-2626P
34.72,11200,PWS,31-01-16,14-2626P
0,0,PWS,29-02-16,14-2626P
0,0,PWS,31-03-16,14-2626P
0,0,PWS,30-04-16,14-2626P
10.64,2800,PWS,31-05-16,14-2626P
14.5,2900,PWS,30-06-16,14-2626P
379.95,6900,WATER,31-07-15,14-8523J
536.91,9300,WATER,31-08-15,14-8523J
464.97,8200,WATER,30-09-15,14-8523J
608.85,10400,WATER,31-10-15,14-8523J
458.43,8100,WATER,30-11-15,14-8523J
165.08,3300,WATER,31-12-15,14-8523J
165.08,600,WATER,31-01-16,14-8523J
0,2700,WATER,31-01-16,14-8523J
175.74,3500,WATER,29-02-16,14-8523J
234.37,4600,WATER,31-03-16,14-8523J
234.37,4600,WATER,30-04-16,14-8523J
197.06,3900,WATER,31-05-16,14-8523J
229.04,4500,WATER,30-06-16,14-8523J
0,0,PWS,31-07-15,14-8523J
0,0,PWS,31-08-15,14-8523J
31.16,8200,PWS,30-09-15,14-8523J
40.56,10400,PWS,31-10-15,14-8523J
25.11,8100,PWS,30-11-15,14-8523J
13.2,3300,PWS,31-12-15,14-8523J
10.23,3300,PWS,31-01-16,14-8523J
0,0,PWS,29-02-16,14-8523J
0,0,PWS,31-03-16,14-8523J
0,0,PWS,30-04-16,14-8523J
14.82,3900,PWS,31-05-16,14-8523J
22.5,4500,PWS,30-06-16,14-8523J
234.37,4600,WATER,31-07-15,15-8803X
234.37,4600,WATER,31-08-15,15-8803X
218.38,4300,WATER,30-09-15,15-8803X
288.39,5500,WATER,31-10-15,15-8803X
268.77,5200,WATER,30-11-15,15-8803X
170.41,3400,WATER,31-12-15,15-8803X
170.41,3400,WATER,31-01-16,15-8803X
117.11,2400,WATER,29-02-16,15-8803X
154.42,3100,WATER,31-03-16,15-8803X
197.06,3900,WATER,30-04-16,15-8803X
234.37,4600,WATER,31-05-16,15-8803X
334.17,6200,WATER,30-06-16,15-8803X
0,0,PWS,31-07-15,15-8803X
0,0,PWS,31-08-15,15-8803X
16.34,4300,PWS,30-09-15,15-8803X
21.45,5500,PWS,31-10-15,15-8803X
16.12,5200,PWS,30-11-15,15-8803X
13.6,3400,PWS,31-12-15,15-8803X
10.54,3400,PWS,31-01-16,15-8803X
0,0,PWS,29-02-16,15-8803X
0,0,PWS,31-03-16,15-8803X
0,0,PWS,30-04-16,15-8803X
17.48,4600,PWS,31-05-16,15-8803X
31,6200,PWS,30-06-16,15-8803X
648.09,11000,WATER,31-07-15,9-7655B
791.97,13200,WATER,31-08-15,9-7655B
667.71,11300,WATER,30-09-15,9-7655B
706.95,11900,WATER,31-10-15,9-7655B
752.73,12600,WATER,30-11-15,9-7655B
239.7,4700,WATER,31-12-15,9-7655B
181.07,3600,WATER,31-01-16,9-7655B
268.77,5200,WATER,29-02-16,9-7655B
133.1,2700,WATER,31-03-16,9-7655B
229.04,4500,WATER,30-04-16,9-7655B
536.91,9300,WATER,31-05-16,9-7655B
726.57,12200,WATER,30-06-16,9-7655B
0,0,PWS,31-07-15,9-7655B
0,0,PWS,31-08-15,9-7655B
42.94,11300,PWS,30-09-15,9-7655B
46.41,11900,PWS,31-10-15,9-7655B
39.06,12600,PWS,30-11-15,9-7655B
18.8,4700,PWS,31-12-15,9-7655B
11.16,3600,PWS,31-01-16,9-7655B
0,0,PWS,29-02-16,9-7655B
0,0,PWS,31-03-16,9-7655B
0,0,PWS,30-04-16,9-7655B
35.34,9300,PWS,31-05-16,9-7655B
61,12200,PWS,30-06-16,9-7655B
47.3,0,WATER,31-07-15,2-8540L
0,1000,WATER,31-07-15,2-8540L
48.96,600,WATER,31-08-15,2-8540L
40.78,800,WATER,30-09-15,2-8540L
44.04,900,WATER,31-10-15,2-8540L
40.78,800,WATER,30-11-15,2-8540L
31,500,WATER,31-12-15,2-8540L
40.78,800,WATER,31-01-16,2-8540L
40.78,800,WATER,29-02-16,2-8540L
37.52,700,WATER,31-03-16,2-8540L
37.52,700,WATER,30-04-16,2-8540L
0,0,PWS,31-07-15,2-8540L
0,0,PWS,31-08-15,2-8540L
3.04,800,PWS,30-09-15,2-8540L
3.51,900,PWS,31-10-15,2-8540L
2.48,800,PWS,30-11-15,2-8540L
2,500,PWS,31-12-15,2-8540L
2.48,800,PWS,31-01-16,2-8540L
0,0,PWS,29-02-16,2-8540L
0,0,PWS,31-03-16,2-8540L
0,0,PWS,30-04-16,2-8540L
24.48,0,WATER,31-07-15,9-7792R
0,300,WATER,31-07-15,9-7792R
35.92,200,WATER,31-08-15,9-7792R
27.74,400,WATER,30-09-15,9-7792R
27.74,400,WATER,31-10-15,9-7792R
34.26,600,WATER,30-11-15,9-7792R
31,500,WATER,31-12-15,9-7792R
40.78,800,WATER,31-01-16,9-7792R
40.78,800,WATER,29-02-16,9-7792R
34.26,600,WATER,31-03-16,9-7792R
34.26,600,WATER,30-04-16,9-7792R
24.48,300,WATER,31-05-16,9-7792R
17.96,100,WATER,30-06-16,9-7792R
0,0,PWS,31-07-15,9-7792R
0,0,PWS,31-08-15,9-7792R
1.52,400,PWS,30-09-15,9-7792R
1.56,400,PWS,31-10-15,9-7792R
1.86,600,PWS,30-11-15,9-7792R
2,500,PWS,31-12-15,9-7792R
2.48,800,PWS,31-01-16,9-7792R
0,0,PWS,29-02-16,9-7792R
0,0,PWS,31-03-16,9-7792R
0,0,PWS,30-04-16,9-7792R
1.14,300,PWS,31-05-16,9-7792R
0.5,100,PWS,30-06-16,9-7792R
55.3,0,WATER,31-07-15,2-7211W
0,1200,WATER,31-07-15,2-7211W
66,1100,WATER,31-08-15,2-7211W
63.3,1400,WATER,30-09-15,2-7211W
55.3,1200,WATER,31-10-15,2-7211W
51.3,1100,WATER,30-11-15,2-7211W
44.04,900,WATER,31-12-15,2-7211W
40.78,800,WATER,31-01-16,2-7211W
40.78,800,WATER,29-02-16,2-7211W
47.3,1000,WATER,31-03-16,2-7211W
55.3,1200,WATER,30-04-16,2-7211W
51.3,1100,WATER,31-05-16,2-7211W
115.06,2500,WATER,30-06-16,2-7211W
0,0,PWS,31-07-15,2-7211W
0,0,PWS,31-08-15,2-7211W
5.32,1400,PWS,30-09-15,2-7211W
4.68,1200,PWS,31-10-15,2-7211W
3.41,1100,PWS,30-11-15,2-7211W
3.6,900,PWS,31-12-15,2-7211W
2.48,800,PWS,31-01-16,2-7211W
0,0,PWS,29-02-16,2-7211W
0,0,PWS,31-03-16,2-7211W
0,0,PWS,30-04-16,2-7211W
4.18,1100,PWS,31-05-16,2-7211W
12.5,2500,PWS,30-06-16,2-7211W
14.7,0,WATER,31-05-16,3-5518E
24.48,300,WATER,30-06-16,3-5518E
0,0,PWS,31-05-16,3-5518E
1.5,300,PWS,30-06-16,3-5518E
224.4,0,WATER,31-07-15,2-7611M
0,4700,WATER,31-07-15,2-7611M
86,1600,WATER,31-08-15,2-7611M
90.21,2000,WATER,30-09-15,2-7611M
105.12,2300,WATER,31-10-15,2-7611M
100.15,2200,WATER,30-11-15,2-7611M
434.83,8200,WATER,31-12-15,2-7611M
392.06,7500,WATER,31-01-16,2-7611M
55.3,1200,WATER,29-02-16,2-7611M
47.3,1000,WATER,31-03-16,2-7611M
275.97,5600,WATER,30-04-16,2-7611M
229.37,4800,WATER,31-05-16,2-7611M
0,0,PWS,31-07-15,2-7611M
0,0,PWS,31-08-15,2-7611M
7.6,2000,PWS,30-09-15,2-7611M
8.97,2300,PWS,31-10-15,2-7611M
6.82,2200,PWS,30-11-15,2-7611M
32.8,8200,PWS,31-12-15,2-7611M
23.25,7500,PWS,31-01-16,2-7611M
0,0,PWS,29-02-16,2-7611M
0,0,PWS,31-03-16,2-7611M
0,0,PWS,30-04-16,2-7611M
0,0,PWS,31-05-16,2-7611M
34.26,600,WATER,31-07-15,2-7248K
31,500,WATER,31-08-15,2-7248K
27.74,400,WATER,30-09-15,2-7248K
31,500,WATER,31-10-15,2-7248K
27.74,400,WATER,30-11-15,2-7248K
31,500,WATER,31-12-15,2-7248K
174.7,3700,WATER,31-01-16,2-7248K
34.26,600,WATER,29-02-16,2-7248K
14.7,0,WATER,31-03-16,2-7248K
51.3,1100,WATER,30-04-16,2-7248K
34.26,600,WATER,31-05-16,2-7248K
34.26,600,WATER,30-06-16,2-7248K
0,0,PWS,31-07-15,2-7248K
0,0,PWS,31-08-15,2-7248K
1.52,400,PWS,30-09-15,2-7248K
1.95,500,PWS,31-10-15,2-7248K
1.24,400,PWS,30-11-15,2-7248K
2,500,PWS,31-12-15,2-7248K
11.47,3700,PWS,31-01-16,2-7248K
0,0,PWS,29-02-16,2-7248K
0,0,PWS,31-03-16,2-7248K
0,0,PWS,30-04-16,2-7248K
2.28,600,PWS,31-05-16,2-7248K
3,600,PWS,30-06-16,2-7248K
63.3,1400,WATER,31-07-15,11-6231Y
71.3,1600,WATER,31-08-15,11-6231Y
59.3,1300,WATER,30-09-15,11-6231Y
63.3,1400,WATER,31-10-15,11-6231Y
67.3,1500,WATER,30-11-15,11-6231Y
51.3,1100,WATER,31-12-15,11-6231Y
59.3,1300,WATER,31-01-16,11-6231Y
75.3,1700,WATER,29-02-16,11-6231Y
44.04,900,WATER,31-03-16,11-6231Y
63.3,1400,WATER,30-04-16,11-6231Y
44.04,900,WATER,31-05-16,11-6231Y
44.04,900,WATER,30-06-16,11-6231Y
