amount,bill_usage,service,tran_date,account
321.09,6000,WATER,30-11-15,4-3412K
218.38,4300,WATER,31-12-15,4-3412K
202.39,4000,WATER,31-01-16,4-3412K
175.74,3500,WATER,29-02-16,4-3412K
79.8,1700,WATER,31-03-16,4-3412K
165.08,3300,WATER,30-04-16,4-3412K
117.11,2400,WATER,31-05-16,4-3412K
0,0,PWS,31-07-15,4-3412K
0,0,PWS,31-08-15,4-3412K
12.16,3200,PWS,30-09-15,4-3412K
21.06,5400,PWS,31-10-15,4-3412K
18.6,6000,PWS,30-11-15,4-3412K
17.2,4300,PWS,31-12-15,4-3412K
12.4,4000,PWS,31-01-16,4-3412K
0,0,PWS,29-02-16,4-3412K
0,0,PWS,31-03-16,4-3412K
0,0,PWS,30-04-16,4-3412K
0,0,PWS,31-05-16,4-3412K
46.2,900,WATER,30-06-16,12-8009R
4.5,900,PWS,30-06-16,12-8009R
111.78,2300,WATER,31-07-15,5-4152B
133.1,2700,WATER,31-08-15,5-4152B
138.43,2800,WATER,30-09-15,5-4152B
239.7,4700,WATER,31-10-15,5-4152B
360.33,6600,WATER,30-11-15,5-4152B
138.43,2800,WATER,31-12-15,5-4152B
49.7,1000,WATER,31-01-16,5-4152B
62.6,1300,WATER,29-02-16,5-4152B
66.9,1400,WATER,31-03-16,5-4152B
95.79,2000,WATER,30-04-16,5-4152B
111.78,2300,WATER,31-05-16,5-4152B
75.5,1600,WATER,30-06-16,5-4152B
0,0,PWS,31-07-15,5-4152B
0,0,PWS,31-08-15,5-4152B
10.64,2800,PWS,30-09-15,5-4152B
18.33,4700,PWS,31-10-15,5-4152B
20.46,6600,PWS,30-11-15,5-4152B
11.2,2800,PWS,31-12-15,5-4152B
3.1,1000,PWS,31-01-16,5-4152B
0,0,PWS,29-02-16,5-4152B
0,0,PWS,31-03-16,5-4152B
0,0,PWS,30-04-16,5-4152B
8.74,2300,PWS,31-05-16,5-4152B
6.08,1600,PWS,30-06-16,5-4152B
837.75,13900,WATER,31-07-15,6-9520R
733.11,12300,WATER,31-08-15,6-9520R
628.47,10700,WATER,30-09-15,6-9520R
641.55,10900,WATER,31-10-15,6-9520R
425.73,7600,WATER,30-11-15,6-9520R
207.72,4100,WATER,31-12-15,6-9520R
197.06,3900,WATER,31-01-16,6-9520R
85.13,1800,WATER,29-02-16,6-9520R
186.4,3700,WATER,31-03-16,6-9520R
301.47,5700,WATER,30-04-16,6-9520R
218.38,4300,WATER,31-05-16,6-9520R
218.38,4300,WATER,30-06-16,6-9520R
0,0,PWS,31-07-15,6-9520R
0,0,PWS,31-08-15,6-9520R
40.66,10700,PWS,30-09-15,6-9520R
42.51,10900,PWS,31-10-15,6-9520R
23.56,7600,PWS,30-11-15,6-9520R
16.4,4100,PWS,31-12-15,6-9520R
12.09,3900,PWS,31-01-16,6-9520R
0,0,PWS,29-02-16,6-9520R
0,0,PWS,31-03-16,6-9520R
0,0,PWS,30-04-16,6-9520R
16.34,4300,PWS,31-05-16,6-9520R
21.5,4300,PWS,30-06-16,6-9520R
239.7,4700,WATER,31-07-15,5-3295M
245.03,4800,WATER,31-08-15,5-3295M
213.05,4200,WATER,30-09-15,5-3295M
207.72,4100,WATER,31-10-15,5-3295M
165.08,3300,WATER,30-11-15,5-3295M
143.76,2900,WATER,31-12-15,5-3295M
95.79,2000,WATER,31-01-16,5-3295M
95.79,2000,WATER,29-02-16,5-3295M
79.8,1700,WATER,31-03-16,5-3295M
143.76,2900,WATER,30-04-16,5-3295M
170.41,3400,WATER,31-05-16,5-3295M
175.74,3500,WATER,30-06-16,5-3295M
0,0,PWS,31-07-15,5-3295M
0,0,PWS,31-08-15,5-3295M
15.96,4200,PWS,30-09-15,5-3295M
15.99,4100,PWS,31-10-15,5-3295M
10.23,3300,PWS,30-11-15,5-3295M
11.6,2900,PWS,31-12-15,5-3295M
6.2,2000,PWS,31-01-16,5-3295M
0,0,PWS,29-02-16,5-3295M
0,0,PWS,31-03-16,5-3295M
0,0,PWS,30-04-16,5-3295M
12.92,3400,PWS,31-05-16,5-3295M
17.5,3500,PWS,30-06-16,5-3295M
49.7,1000,WATER,31-07-15,8-6694R
39.2,700,WATER,31-08-15,8-6694R
49.7,1000,WATER,30-09-15,8-6694R
42.7,800,WATER,31-10-15,8-6694R
35.7,600,WATER,30-11-15,8-6694R
25.2,300,WATER,31-12-15,8-6694R
25.2,300,WATER,31-01-16,8-6694R
21.7,200,WATER,29-02-16,8-6694R
25.2,300,WATER,31-03-16,8-6694R
46.2,900,WATER,30-04-16,8-6694R
35.7,600,WATER,31-05-16,8-6694R
32.2,500,WATER,30-06-16,8-6694R
0,0,PWS,31-07-15,8-6694R
0,0,PWS,31-08-15,8-6694R
3.8,1000,PWS,30-09-15,8-6694R
3.12,800,PWS,31-10-15,8-6694R
1.86,600,PWS,30-11-15,8-6694R
1.2,300,PWS,31-12-15,8-6694R
0.93,300,PWS,31-01-16,8-6694R
0,0,PWS,29-02-16,8-6694R
0,0,PWS,31-03-16,8-6694R
0,0,PWS,30-04-16,8-6694R
2.28,600,PWS,31-05-16,8-6694R
2.5,500,PWS,30-06-16,8-6694R
393.03,7100,WATER,31-07-15,3-7916C
425.73,7600,WATER,31-08-15,3-7916C
353.79,6500,WATER,30-09-15,3-7916C
347.25,6400,WATER,31-10-15,3-7916C
262.23,5100,WATER,30-11-15,3-7916C
186.4,3700,WATER,31-12-15,3-7916C
117.11,2400,WATER,31-01-16,3-7916C
111.78,2300,WATER,29-02-16,3-7916C
49.7,1000,WATER,31-03-16,3-7916C
154.42,3100,WATER,30-04-16,3-7916C
181.07,3600,WATER,31-05-16,3-7916C
294.93,5600,WATER,30-06-16,3-7916C
0,0,PWS,31-07-15,3-7916C
0,0,PWS,31-08-15,3-7916C
24.7,6500,PWS,30-09-15,3-7916C
24.96,6400,PWS,31-10-15,3-7916C
15.81,5100,PWS,30-11-15,3-7916C
14.8,3700,PWS,31-12-15,3-7916C
7.44,2400,PWS,31-01-16,3-7916C
0,0,PWS,29-02-16,3-7916C
0,0,PWS,31-03-16,3-7916C
0,0,PWS,30-04-16,3-7916C
13.68,3600,PWS,31-05-16,3-7916C
28,5600,PWS,30-06-16,3-7916C
218.38,4300,WATER,31-07-15,9-9316V
159.75,3200,WATER,31-08-15,9-9316V
154.42,3100,WATER,30-09-15,9-9316V
213.05,4200,WATER,31-10-15,9-9316V
223.71,4400,WATER,30-11-15,9-9316V
71.2,1500,WATER,31-12-15,9-9316V
170.41,3400,WATER,31-01-16,9-9316V
90.46,1900,WATER,29-02-16,9-9316V
75.5,1600,WATER,31-03-16,9-9316V
314.55,5900,WATER,30-04-16,9-9316V
379.95,6900,WATER,31-05-16,9-9316V
149.09,3000,WATER,30-06-16,9-9316V
0,0,PWS,31-07-15,9-9316V
0,0,PWS,31-08-15,9-9316V
11.78,3100,PWS,30-09-15,9-9316V
16.38,4200,PWS,31-10-15,9-9316V
13.64,4400,PWS,30-11-15,9-9316V
6,1500,PWS,31-12-15,9-9316V
10.54,3400,PWS,31-01-16,9-9316V
0,0,PWS,29-02-16,9-9316V
0,0,PWS,31-03-16,9-9316V
0,0,PWS,30-04-16,9-9316V
26.22,6900,PWS,31-05-16,9-9316V
15,3000,PWS,30-06-16,9-9316V
14.7,0,WATER,10-07-15,6-8083C
0,0,PWS,10-07-15,6-8083C
149.09,3000,WATER,31-07-15,6-1746X
159.75,3200,WATER,31-08-15,6-1746X
127.77,2600,WATER,30-09-15,6-1746X
154.42,3100,WATER,31-10-15,6-1746X
90.46,1900,WATER,30-11-15,6-1746X
62.6,1300,WATER,31-12-15,6-1746X
54,1100,WATER,31-01-16,6-1746X
42.7,800,WATER,29-02-16,6-1746X
39.2,700,WATER,31-03-16,6-1746X
58.3,1200,WATER,30-04-16,6-1746X
101.12,2100,WATER,31-05-16,6-1746X
85.13,1800,WATER,30-06-16,6-1746X
0,0,PWS,31-07-15,6-1746X
0,0,PWS,31-08-15,6-1746X
9.88,2600,PWS,30-09-15,6-1746X
12.09,3100,PWS,31-10-15,6-1746X
5.89,1900,PWS,30-11-15,6-1746X
5.2,1300,PWS,31-12-15,6-1746X
3.41,1100,PWS,31-01-16,6-1746X
0,0,PWS,29-02-16,6-1746X
0,0,PWS,31-03-16,6-1746X
0,0,PWS,30-04-16,6-1746X
7.98,2100,PWS,31-05-16,6-1746X
9,1800,PWS,30-06-16,6-1746X
49.7,1000,WATER,31-07-15,2-4323X
66.9,1400,WATER,31-08-15,2-4323X
90.46,1900,WATER,30-09-15,2-4323X
71.2,1500,WATER,31-10-15,2-4323X
111.78,2300,WATER,30-11-15,2-4323X
58.3,1200,WATER,31-12-15,2-4323X
32.2,500,WATER,31-01-16,2-4323X
14.7,0,WATER,29-02-16,2-4323X
18.2,100,WATER,31-03-16,2-4323X
18.2,100,WATER,30-04-16,2-4323X
32.2,500,WATER,31-05-16,2-4323X
122.44,2500,WATER,30-06-16,2-4323X
5.62,0,DWELLING C,31-03-16,2-4323X
5.62,0,DWELLING C,30-04-16,2-4323X
5.62,0,DWELLING C,31-05-16,2-4323X
5.62,0,DWELLING C,30-06-16,2-4323X
0,0,PWS,31-07-15,2-4323X
0,0,PWS,31-08-15,2-4323X
7.22,1900,PWS,30-09-15,2-4323X
5.85,1500,PWS,31-10-15,2-4323X
7.13,2300,PWS,30-11-15,2-4323X
4.8,1200,PWS,31-12-15,2-4323X
1.55,500,PWS,31-01-16,2-4323X
0,0,PWS,29-02-16,2-4323X
0,0,PWS,31-03-16,2-4323X
0,0,PWS,30-04-16,2-4323X
1.9,500,PWS,31-05-16,2-4323X
12.5,2500,PWS,30-06-16,2-4323X
54,1100,WATER,31-05-16,10-5238V
18.2,100,WATER,30-06-16,10-5238V
4.18,1100,PWS,31-05-16,10-5238V
0.5,100,PWS,30-06-16,10-5238V
49.7,1000,WATER,31-07-15,8-6814B
101.12,2100,WATER,31-08-15,8-6814B
66.9,1400,WATER,30-09-15,8-6814B
85.13,1800,WATER,31-10-15,8-6814B
85.13,1800,WATER,30-11-15,8-6814B
62.6,1300,WATER,31-12-15,8-6814B
54,1100,WATER,31-01-16,8-6814B
32.2,500,WATER,29-02-16,8-6814B
54,1100,WATER,31-03-16,8-6814B
71.2,1500,WATER,30-04-16,8-6814B
14.7,0,WATER,30-04-16,8-6814B
0,0,PWS,31-07-15,8-6814B
0,0,PWS,31-08-15,8-6814B
5.32,1400,PWS,30-09-15,8-6814B
7.02,1800,PWS,31-10-15,8-6814B
5.58,1800,PWS,30-11-15,8-6814B
5.2,1300,PWS,31-12-15,8-6814B
3.41,1100,PWS,31-01-16,8-6814B
0,0,PWS,29-02-16,8-6814B
0,0,PWS,31-03-16,8-6814B
0,0,PWS,30-04-16,8-6814B
0,0,PWS,30-04-16,8-6814B
54,1100,WATER,31-03-16,10-3598D
127.77,2600,WATER,30-04-16,10-3598D
170.41,3400,WATER,31-05-16,10-3598D
186.4,3700,WATER,30-06-16,10-3598D
0,0,PWS,31-03-16,10-3598D
0,0,PWS,30-04-16,10-3598D
12.92,3400,PWS,31-05-16,10-3598D
18.5,3700,PWS,30-06-16,10-3598D
245.03,4800,WATER,31-07-15,2-8563E
321.09,6000,WATER,31-08-15,2-8563E
262.23,5100,WATER,30-09-15,2-8563E
281.85,5400,WATER,31-10-15,2-8563E
223.71,4400,WATER,30-11-15,2-8563E
143.76,2900,WATER,31-12-15,2-8563E
432.27,7700,WATER,31-01-16,2-8563E
71.2,1500,WATER,29-02-16,2-8563E
35.7,600,WATER,31-03-16,2-8563E
0,0,PWS,31-07-15,2-8563E
0,0,PWS,31-08-15,2-8563E
19.38,5100,PWS,30-09-15,2-8563E
21.06,5400,PWS,31-10-15,2-8563E
13.64,4400,PWS,30-11-15,2-8563E
11.6,2900,PWS,31-12-15,2-8563E
23.87,7700,PWS,31-01-16,2-8563E
0,0,PWS,29-02-16,2-8563E
0,0,PWS,31-03-16,2-8563E
213.05,4200,WATER,31-07-15,5-6749L
186.4,3700,WATER,31-08-15,5-6749L
229.04,4500,WATER,30-09-15,5-6749L
213.05,4200,WATER,31-10-15,5-6749L
101.12,2100,WATER,30-11-15,5-6749L
62.6,1300,WATER,31-12-15,5-6749L
46.2,900,WATER,31-01-16,5-6749L
54,1100,WATER,29-02-16,5-6749L
39.2,700,WATER,31-03-16,5-6749L
54,1100,WATER,30-04-16,5-6749L
66.9,1400,WATER,31-05-16,5-6749L
122.44,2500,WATER,30-06-16,5-6749L
0,0,PWS,31-07-15,5-6749L
0,0,PWS,31-08-15,5-6749L
17.1,4500,PWS,30-09-15,5-6749L
16.38,4200,PWS,31-10-15,5-6749L
6.51,2100,PWS,30-11-15,5-6749L
5.2,1300,PWS,31-12-15,5-6749L
2.79,900,PWS,31-01-16,5-6749L
0,0,PWS,29-02-16,5-6749L
0,0,PWS,31-03-16,5-6749L
0,0,PWS,30-04-16,5-6749L
5.32,1400,PWS,31-05-16,5-6749L
12.5,2500,PWS,30-06-16,5-6749L
181.07,3600,WATER,31-07-15,15-4624S
245.03,4800,WATER,31-08-15,15-4624S
202.39,4000,WATER,30-09-15,15-4624S
239.7,4700,WATER,31-10-15,15-4624S
165.08,3300,WATER,30-11-15,15-4624S
122.44,2500,WATER,31-12-15,15-4624S
58.3,1200,WATER,31-01-16,15-4624S
32.2,500,WATER,29-02-16,15-4624S
49.7,1000,WATER,31-03-16,15-4624S
54,1100,WATER,30-04-16,15-4624S
165.08,3300,WATER,31-05-16,15-4624S
138.43,2800,WATER,30-06-16,15-4624S
0,0,PWS,31-07-15,15-4624S
0,0,PWS,31-08-15,15-4624S
15.2,4000,PWS,30-09-15,15-4624S
18.33,4700,PWS,31-10-15,15-4624S
10.23,3300,PWS,30-11-15,15-4624S
10,2500,PWS,31-12-15,15-4624S
3.72,1200,PWS,31-01-16,15-4624S
0,0,PWS,29-02-16,15-4624S
0,0,PWS,31-03-16,15-4624S
0,0,PWS,30-04-16,15-4624S
12.54,3300,PWS,31-05-16,15-4624S
14,2800,PWS,30-06-16,15-4624S
536.91,9300,WATER,31-07-15,14-7355P
445.35,7900,WATER,31-08-15,14-7355P
379.95,6900,WATER,30-09-15,14-7355P
399.57,7200,WATER,31-10-15,14-7355P
334.17,6200,WATER,30-11-15,14-7355P
197.06,3900,WATER,31-12-15,14-7355P
111.78,2300,WATER,31-01-16,14-7355P
54,1100,WATER,29-02-16,14-7355P
28.7,400,WATER,31-03-16,14-7355P
90.46,1900,WATER,30-04-16,14-7355P
154.42,3100,WATER,31-05-16,14-7355P
170.41,3400,WATER,30-06-16,14-7355P
0,0,PWS,31-07-15,14-7355P
0,0,PWS,31-08-15,14-7355P
26.22,6900,PWS,30-09-15,14-7355P
28.08,7200,PWS,31-10-15,14-7355P
19.22,6200,PWS,30-11-15,14-7355P
15.6,3900,PWS,31-12-15,14-7355P
7.13,2300,PWS,31-01-16,14-7355P
0,0,PWS,29-02-16,14-7355P
0,0,PWS,31-03-16,14-7355P
0,0,PWS,30-04-16,14-7355P
11.78,3100,PWS,31-05-16,14-7355P
17,3400,PWS,30-06-16,14-7355P
497.67,8700,WATER,31-07-15,2-8477K
556.53,9600,WATER,31-08-15,2-8477K
425.73,7600,WATER,30-09-15,2-8477K
360.33,6600,WATER,31-10-15,2-8477K
484.59,8500,WATER,30-11-15,2-8477K
213.05,4200,WATER,31-12-15,2-8477K
106.45,2200,WATER,31-01-16,2-8477K
54,1100,WATER,29-02-16,2-8477K
46.2,900,WATER,31-03-16,2-8477K
111.78,2300,WATER,30-04-16,2-8477K
255.69,5000,WATER,31-05-16,2-8477K
207.72,4100,WATER,30-06-16,2-8477K
0,0,PWS,31-07-15,2-8477K
0,0,PWS,31-08-15,2-8477K
28.88,7600,PWS,30-09-15,2-8477K
25.74,6600,PWS,31-10-15,2-8477K
26.35,8500,PWS,30-11-15,2-8477K
16.8,4200,PWS,31-12-15,2-8477K
6.82,2200,PWS,31-01-16,2-8477K
0,0,PWS,29-02-16,2-8477K
0,0,PWS,31-03-16,2-8477K
0,0,PWS,30-04-16,2-8477K
19,5000,PWS,31-05-16,2-8477K
20.5,4100,PWS,30-06-16,2-8477K
14.7,0,WATER,31-07-15,7-3860T
14.7,0,WATER,31-08-15,7-3860T
14.7,0,WATER,30-09-15,7-3860T
14.7,0,WATER,31-10-15,7-3860T
14.7,0,WATER,30-11-15,7-3860T
14.7,0,WATER,31-12-15,7-3860T
14.7,0,WATER,31-01-16,7-3860T
14.7,0,WATER,29-02-16,7-3860T
14.7,0,WATER,31-03-16,7-3860T
14.7,0,WATER,30-04-16,7-3860T
14.7,0,WATER,31-05-16,7-3860T
14.7,0,WATER,30-06-16,7-3860T
0,0,PWS,31-07-15,7-3860T
0,0,PWS,31-08-15,7-3860T
0,0,PWS,30-09-15,7-3860T
0,0,PWS,31-10-15,7-3860T
0,0,PWS,30-11-15,7-3860T
0,0,PWS,31-12-15,7-3860T
0,0,PWS,31-01-16,7-3860T
0,0,PWS,29-02-16,7-3860T
0,0,PWS,31-03-16,7-3860T
0,0,PWS,30-04-16,7-3860T
0,0,PWS,31-05-16,7-3860T
0,0,PWS,30-06-16,7-3860T
223.71,4400,WATER,31-07-15,2-9040N
197.06,3900,WATER,31-08-15,2-9040N
191.73,3800,WATER,30-09-15,2-9040N
101.12,2100,WATER,31-10-15,2-9040N
106.45,2200,WATER,30-11-15,2-9040N
106.45,2200,WATER,31-12-15,2-9040N
95.79,2000,WATER,31-01-16,2-9040N
32.2,500,WATER,29-02-16,2-9040N
49.7,1000,WATER,31-03-16,2-9040N
234.37,4600,WATER,30-04-16,2-9040N
85.13,0,WATER,31-05-16,2-9040N
0,1800,WATER,31-05-16,2-9040N
159.75,3200,WATER,30-06-16,2-9040N
0,0,PWS,31-07-15,2-9040N
0,0,PWS,31-08-15,2-9040N
14.44,3800,PWS,30-09-15,2-9040N
8.19,2100,PWS,31-10-15,2-9040N
6.82,2200,PWS,30-11-15,2-9040N
8.8,2200,PWS,31-12-15,2-9040N
6.2,2000,PWS,31-01-16,2-9040N
0,0,PWS,29-02-16,2-9040N
0,0,PWS,31-03-16,2-9040N
0,0,PWS,30-04-16,2-9040N
6.84,1800,PWS,31-05-16,2-9040N
16,3200,PWS,30-06-16,2-9040N
406.11,7300,WATER,31-07-15,2-1779L
301.47,5700,WATER,31-08-15,2-1779L
245.03,4800,WATER,30-09-15,2-1779L
504.21,8800,WATER,31-10-15,2-1779L
223.71,4400,WATER,30-11-15,2-1779L
181.07,3600,WATER,31-12-15,2-1779L
229.04,4500,WATER,31-01-16,2-1779L
122.44,2500,WATER,29-02-16,2-1779L
66.9,1400,WATER,31-03-16,2-1779L
117.11,2400,WATER,30-04-16,2-1779L
133.1,2700,WATER,31-05-16,2-1779L
122.44,2500,WATER,30-06-16,2-1779L
0,0,PWS,31-07-15,2-1779L
0,0,PWS,31-08-15,2-1779L
18.24,4800,PWS,30-09-15,2-1779L
34.32,8800,PWS,31-10-15,2-1779L
13.64,4400,PWS,30-11-15,2-1779L
14.4,3600,PWS,31-12-15,2-1779L
13.95,4500,PWS,31-01-16,2-1779L
0,0,PWS,29-02-16,2-1779L
0,0,PWS,31-03-16,2-1779L
0,0,PWS,30-04-16,2-1779L
10.26,2700,PWS,31-05-16,2-1779L
12.5,2500,PWS,30-06-16,2-1779L
90.46,1900,WATER,31-07-15,7-7316S
111.78,2300,WATER,31-08-15,7-7316S
79.8,1700,WATER,30-09-15,7-7316S
111.78,2300,WATER,31-10-15,7-7316S
95.79,2000,WATER,30-11-15,7-7316S
54,1100,WATER,31-12-15,7-7316S
58.3,1200,WATER,31-01-16,7-7316S
35.7,600,WATER,29-02-16,7-7316S
35.7,600,WATER,31-03-16,7-7316S
49.7,1000,WATER,30-04-16,7-7316S
54,1100,WATER,31-05-16,7-7316S
71.2,1500,WATER,30-06-16,7-7316S
0,0,PWS,31-07-15,7-7316S
0,0,PWS,31-08-15,7-7316S
6.46,1700,PWS,30-09-15,7-7316S
8.97,2300,PWS,31-10-15,7-7316S
6.2,2000,PWS,30-11-15,7-7316S
4.4,1100,PWS,31-12-15,7-7316S
3.72,1200,PWS,31-01-16,7-7316S
0,0,PWS,29-02-16,7-7316S
0,0,PWS,31-03-16,7-7316S
0,0,PWS,30-04-16,7-7316S
4.18,1100,PWS,31-05-16,7-7316S
7.5,1500,PWS,30-06-16,7-7316S
733.11,12300,WATER,31-07-15,7-4342W
935.85,15400,WATER,31-08-15,7-4342W
739.65,12400,WATER,30-09-15,7-4342W
1066.65,17400,WATER,31-10-15,7-4342W
635.01,10800,WATER,30-11-15,7-4342W
693.87,11700,WATER,31-12-15,7-4342W
628.47,10700,WATER,31-01-16,7-4342W
445.35,7900,WATER,29-02-16,7-4342W
393.03,7100,WATER,31-03-16,7-4342W
347.25,6400,WATER,30-04-16,7-4342W
373.41,6800,WATER,31-05-16,7-4342W
406.11,7300,WATER,30-06-16,7-4342W
5.62,0,DWELLING C,31-03-16,7-4342W
5.62,0,DWELLING C,30-04-16,7-4342W
5.62,0,DWELLING C,31-05-16,7-4342W
5.62,0,DWELLING C,30-06-16,7-4342W
0,0,PWS,31-07-15,7-4342W
0,0,PWS,31-08-15,7-4342W
47.12,12400,PWS,30-09-15,7-4342W
67.86,17400,PWS,31-10-15,7-4342W
33.48,10800,PWS,30-11-15,7-4342W
46.8,11700,PWS,31-12-15,7-4342W
33.17,10700,PWS,31-01-16,7-4342W
0,0,PWS,29-02-16,7-4342W
0,0,PWS,31-03-16,7-4342W
0,0,PWS,30-04-16,7-4342W
25.84,6800,PWS,31-05-16,7-4342W
36.5,7300,PWS,30-06-16,7-4342W
340.71,6300,WATER,31-07-15,14-2887J
510.75,8900,WATER,31-08-15,14-2887J
772.35,12900,WATER,30-09-15,14-2887J
175.74,3500,WATER,31-10-15,14-2887J
106.45,2200,WATER,30-11-15,14-2887J
39.2,700,WATER,31-12-15,14-2887J
85.13,1800,WATER,31-01-16,14-2887J
54,1100,WATER,29-02-16,14-2887J
35.7,600,WATER,31-03-16,14-2887J
71.2,1500,WATER,30-04-16,14-2887J
106.45,2200,WATER,31-05-16,14-2887J
268.77,5200,WATER,30-06-16,14-2887J
0,0,PWS,31-07-15,14-2887J
0,0,PWS,31-08-15,14-2887J
49.02,12900,PWS,30-09-15,14-2887J
13.65,3500,PWS,31-10-15,14-2887J
6.82,2200,PWS,30-11-15,14-2887J
2.8,700,PWS,31-12-15,14-2887J
5.58,1800,PWS,31-01-16,14-2887J
0,0,PWS,29-02-16,14-2887J
0,0,PWS,31-03-16,14-2887J
0,0,PWS,30-04-16,14-2887J
8.36,2200,PWS,31-05-16,14-2887J
26,5200,PWS,30-06-16,14-2887J
308.01,5800,WATER,31-07-15,7-8668B
275.31,5300,WATER,31-08-15,7-8668B
334.17,6200,WATER,30-09-15,7-8668B
386.49,7000,WATER,31-10-15,7-8668B
340.71,6300,WATER,30-11-15,7-8668B
234.37,4600,WATER,31-12-15,7-8668B
170.41,3400,WATER,31-01-16,7-8668B
35.7,600,WATER,29-02-16,7-8668B
32.2,500,WATER,31-03-16,7-8668B
39.2,700,WATER,30-04-16,7-8668B
170.41,3400,WATER,31-05-16,7-8668B
327.63,6100,WATER,30-06-16,7-8668B
0,0,PWS,31-07-15,7-8668B
0,0,PWS,31-08-15,7-8668B
23.56,6200,PWS,30-09-15,7-8668B
27.3,7000,PWS,31-10-15,7-8668B
19.53,6300,PWS,30-11-15,7-8668B
18.4,4600,PWS,31-12-15,7-8668B
10.54,3400,PWS,31-01-16,7-8668B
0,0,PWS,29-02-16,7-8668B
0,0,PWS,31-03-16,7-8668B
0,0,PWS,30-04-16,7-8668B
12.92,3400,PWS,31-05-16,7-8668B
30.5,6100,PWS,30-06-16,7-8668B
181.07,3600,WATER,31-07-15,15-4119F
218.38,4300,WATER,31-08-15,15-4119F
159.75,3200,WATER,30-09-15,15-4119F
218.38,4300,WATER,31-10-15,15-4119F
186.4,3700,WATER,30-11-15,15-4119F
138.43,2800,WATER,31-12-15,15-4119F
90.46,1900,WATER,31-01-16,15-4119F
71.2,1500,WATER,29-02-16,15-4119F
58.3,1200,WATER,31-03-16,15-4119F
66.9,1400,WATER,30-04-16,15-4119F
111.78,2300,WATER,31-05-16,15-4119F
186.4,3700,WATER,30-06-16,15-4119F
0,0,PWS,31-07-15,15-4119F
0,0,PWS,31-08-15,15-4119F
12.16,3200,PWS,30-09-15,15-4119F
16.77,4300,PWS,31-10-15,15-4119F
11.47,3700,PWS,30-11-15,15-4119F
11.2,2800,PWS,31-12-15,15-4119F
5.89,1900,PWS,31-01-16,15-4119F
0,0,PWS,29-02-16,15-4119F
0,0,PWS,31-03-16,15-4119F
0,0,PWS,30-04-16,15-4119F
8.74,2300,PWS,31-05-16,15-4119F
18.5,3700,PWS,30-06-16,15-4119F
458.43,8100,WATER,31-07-15,11-7200G
523.83,9100,WATER,31-08-15,11-7200G
445.35,7900,WATER,30-09-15,11-7200G
536.91,9300,WATER,31-10-15,11-7200G
379.95,6900,WATER,30-11-15,11-7200G
181.07,3600,WATER,31-12-15,11-7200G
101.12,2100,WATER,31-01-16,11-7200G
181.07,3600,WATER,29-02-16,11-7200G
255.69,5000,WATER,31-03-16,11-7200G
327.63,6100,WATER,30-04-16,11-7200G
366.87,6700,WATER,31-05-16,11-7200G
412.65,7400,WATER,30-06-16,11-7200G
0,0,PWS,31-07-15,11-7200G
0,0,PWS,31-08-15,11-7200G
30.02,7900,PWS,30-09-15,11-7200G
36.27,9300,PWS,31-10-15,11-7200G
21.39,6900,PWS,30-11-15,11-7200G
14.4,3600,PWS,31-12-15,11-7200G
6.51,2100,PWS,31-01-16,11-7200G
0,0,PWS,29-02-16,11-7200G
0,0,PWS,31-03-16,11-7200G
0,0,PWS,30-04-16,11-7200G
25.46,6700,PWS,31-05-16,11-7200G
37,7400,PWS,30-06-16,11-7200G
71.2,1500,WATER,30-04-16,10-7533J
191.73,3800,WATER,31-05-16,10-7533J
207.72,4100,WATER,30-06-16,10-7533J
0,0,PWS,30-04-16,10-7533J
14.44,3800,PWS,31-05-16,10-7533J
20.5,4100,PWS,30-06-16,10-7533J
14.7,0,WATER,31-03-16,3-9899O
18.2,100,WATER,01-04-16,3-9899O
0,0,PWS,31-03-16,3-9899O
0,0,PWS,01-04-16,3-9899O
197.06,3900,WATER,31-07-15,12-8880G
197.06,3900,WATER,31-08-15,12-8880G
213.05,4200,WATER,30-09-15,12-8880G
268.77,5200,WATER,31-10-15,12-8880G
229.04,4500,WATER,30-11-15,12-8880G
165.08,3300,WATER,31-12-15,12-8880G
42.7,800,WATER,31-01-16,12-8880G
85.13,1800,WATER,29-02-16,12-8880G
101.12,2100,WATER,31-03-16,12-8880G
0,0,PWS,31-07-15,12-8880G
0,0,PWS,31-08-15,12-8880G
15.96,4200,PWS,30-09-15,12-8880G
20.28,5200,PWS,31-10-15,12-8880G
13.95,4500,PWS,30-11-15,12-8880G
13.2,3300,PWS,31-12-15,12-8880G
2.48,800,PWS,31-01-16,12-8880G
0,0,PWS,29-02-16,12-8880G
0,0,PWS,31-03-16,12-8880G
213.05,4200,WATER,31-07-15,5-3687H
213.05,4200,WATER,31-08-15,5-3687H
175.74,3500,WATER,30-09-15,5-3687H
154.42,3100,WATER,31-10-15,5-3687H
281.85,5400,WATER,30-11-15,5-3687H
127.77,2600,WATER,31-12-15,5-3687H
58.3,1200,WATER,31-01-16,5-3687H
62.6,1300,WATER,29-02-16,5-3687H
71.2,1500,WATER,31-03-16,5-3687H
95.79,2000,WATER,30-04-16,5-3687H
127.77,2600,WATER,31-05-16,5-3687H
175.74,3500,WATER,30-06-16,5-3687H
0,0,PWS,31-07-15,5-3687H
0,0,PWS,31-08-15,5-3687H
13.3,3500,PWS,30-09-15,5-3687H
